"Family","Species_number","Species_name","English_name","Clutch_size","Egg_mass","Mating_System","mass","wing","tarsus","bill","tail","Gender"
96,3797,"Coragyps atratus","Black Vulture",2,103,NA,2159,428,80.06,23.01,182.3,"Male"
96,3798,"Cathartes aura","Turkey Vulture",1.94,80,NA,1426,526,NA,NA,NA,"Male"
96,3801,"Gymnogyps californianus","California Condor",NA,280,NA,8800,NA,NA,NA,NA,"Male"
96,3804,"Mycteria americana","Wood Stork",3.04,80,NA,2640,468,20.35,234,NA,"Male"
96,3815,"Ciconia ciconia","White Stork",4,110,NA,3341,580,NA,NA,NA,"Male"
97,3823,"Fregata magnificens","Magnificent Frigatebird",1,88,2,1281,633,22.4,112,431,"Male"
97,3825,"Fregata minor","Great Frigatebird",1,74,2,1239,581.6,26.7,102,378.5,"Male"
97,3826,"Fregata ariel","Lesser Frigatebird",1,66,2,754,536,22.9,82.8,316.5,"Male"
97,3827,"Fregata andrewsi","Christmas Island Frigatebird",1,80,2,1400,616,25,110.5,388,"Male"
98,3828,"Aptenodytes patagonicus","King Penguin",1,306,2,12800,341,NA,137,76,"Male"
98,3829,"Aptenodytes forsteri","Emperor Penguin",1,425,2,38200,362,NA,81.5,NA,"Male"
98,3830,"Pygoscelis papua","Gentoo Penguin",2,136,2,5860,NA,NA,55.5,NA,"Male"
98,3831,"Pygoscelis adeliae","Adelie Penguin",2,124,2,5350,NA,NA,40,NA,"Male"
98,3832,"Pygoscelis antarctica","Chinstrap Penguin",2,110,2,4435,NA,NA,49,NA,"Male"
98,3833,"Eudyptes chrysocome","Rockhopper Penguin",2,95.8,2,2500,167,NA,46.5,NA,"Male"
98,3834,"Eudyptes pachyrhynchus","Fiordland Penguin",2,108,2,4530,185.7,NA,51.1,81.1,"Male"
98,3837,"Eudyptes chrysolophus","Macaroni Penguin",2,142,2,4760,NA,NA,61.4,NA,"Male"
98,3838,"Eudyptes schlegeli","Royal Penguin",2,150,2,NA,NA,NA,NA,97.9,"Male"
98,3839,"Megadyptes antipodes","Yellow-eyed Penguin",1.5,133.1,2,8500,209,60.1,54.4,64,"Male"
98,3840,"Eudyptula minor","Little Penguin",2,52,2,1243.7,118.1,18.4,35.7,NA,"Male"
98,3841,"Spheniscus demersus","Jackass Penguin",2,103,NA,3600,NA,NA,60.5,NA,"Male"
98,3843,"Spheniscus magellanicus","Magellanic Penguin",NA,107,NA,4470,195,49.4,58.8,30.5,"Male"
99,3845,"Gavia stellata","Red-throated Loon",1.79,83,2,1729,292,75.1,55.1,53.4,"Male"
99,3846,"Gavia arctica","Arctic Loon",2,122,2,3355,324,82.2,60.7,58.7,"Male"
99,3847,"Gavia pacifica","Pacific Loon",1.9,95,NA,2349,297.7,75,52.9,57,"Male"
99,3848,"Gavia immer","Common Loon",2,167,2,5460,370.8,98.7,83.1,66.8,"Male"
99,3849,"Gavia adamsii","Yellow-billed Loon",2,160,2,4900,380.5,93.15,89,NA,"Male"
100,3850,"Macronectes giganteus","Antarctic Giant-Petrel",1,237,2,5140,552,102.7,101.9,182,"Male"
100,3851,"Macronectes halli","Hall's Giant-Petrel",1,256.4,2,4902,538.56,96,103.3,180,"Male"
100,3852,"Fulmarus glacialis","Northern Fulmar",1,98,2,884,339,53.7,37.5,125,"Male"
100,3853,"Fulmarus glacialoides","Southern Fulmar",1,103,2,845,345,54.6,45.9,130,"Male"
100,3854,"Thalassoica antarctica","Antarctic Petrel",1,95,2,663,318,43,39,119,"Male"
100,3855,"Daption capense","Cape Petrel",1,60,2,442,266,44,31,102,"Male"
100,3856,"Pagodroma nivea","Snow Petrel",1,47,2,341,278,38.2,22.3,135.2,"Male"
100,3857,"Pterodroma brevirostris","Kerguelen Petrel",1,57,NA,246,261.2,38.9,27.6,103.2,"Male"
100,3863,"Pterodroma nigripennis","Black-winged Petrel",1,38,NA,169.6,226,31.2,24.5,102.8,"Male"
100,3865,"Pterodroma inexpectata","Mottled Petrel",1,56,2,302,256.5,32.1,26.8,105.8,"Male"
100,3876,"Pterodroma phaeopygia","Galapagos Petrel",1,56,NA,430,NA,NA,NA,NA,"Male"
100,3882,"Pterodroma macroptera","Great-winged Petrel",1,80,2,668,318.3,43.6,36.5,NA,"Male"
100,3894,"Pachyptila desolata","Antarctic Prion",1,30,NA,160,193,32.5,28,102,"Male"
100,3896,"Pachyptila turtur","Fairy Prion",1,25,2,141.4,181,33.3,22.2,89.1,"Male"
100,3900,"Procellaria aequinoctialis","White-chinned Petrel",1,120,NA,1390,396.1,67,53,126.3,"Male"
100,3901,"Procellaria parkinsoni","Black Petrel",1,90,2,723,343.4,52.9,41.7,98,"Male"
100,3902,"Procellaria westlandica","Westland Petrel",1,137.6,2,1232.5,385.6,NA,NA,125.5,"Male"
100,3904,"Calonectris diomedea","Cory's Shearwater",1,74,NA,955.6,371.1,60.3,58.8,141.5,"Male"
100,3906,"Puffinus pacificus","Wedge-tailed Shearwater",1,56,2,457,297.6,31.2,45.7,140.3,"Male"
100,3907,"Puffinus bulleri","Buller's Shearwater",1,61,2,345,293.1,NA,42.5,127.9,"Male"
100,3912,"Puffinus tenuirostris","Short-tailed Shearwater",1,82,2,560,273,52.7,31.8,81,"Male"
100,3914,"Puffinus puffinus","Manx Shearwater",1,57,NA,537,239,45.7,35,74.7,"Male"
100,3921,"Puffinus assimilis","Little Shearwater",1,32,2,NA,NA,NA,NA,NA,"Male"
100,3929,"Diomedea exulans","Wandering Albatross",1,484,2,9110,665,121,170,227,"Male"
100,3931,"Diomedea epomophora","Royal Albatross",1,445,2,8840,696,136,184,217.4,"Male"
100,3932,"Diomedea irrorata","Waved Albatross",NA,273,NA,3750,NA,NA,NA,NA,"Male"
100,3934,"Diomedea nigripes","Black-footed Albatross",NA,286,NA,3400,515,91,100.5,NA,"Male"
100,3935,"Diomedea immutabilis","Laysan Albatross",NA,288,NA,3310,NA,NA,172,NA,"Male"
100,3936,"Diomedea melanophris","Black-browed Albatross",1,258,2,3710,540.9,83.2,118.9,219.7,"Male"
100,3937,"Diomedea cauta","Shy Albatross",1,262,NA,4350,562,94,133,221,"Male"
100,3938,"Diomedea chrysostoma","Grey-headed Albatross",1,266,2,3900,531,84,115,83.6,"Male"
100,3940,"Diomedea bulleri","Buller's Albatross",1,231,2,3120,529,85,121,NA,"Male"
100,3941,"Phoebetria fusca","Sooty Albatross",1,231,2,2800,524,84,116,275,"Male"
112,5131,"Menura novaehollandiae","Superb Lyrebird",1,61.5,5,1099.7,290.5,110.4,41.4,696.9,"Male"
123,5738,"Corvus capensis","Cape Crow",3.5,22.3,NA,612,347,73.7,68.4,202,"Male"
123,5754,"Corvus coronoides","Australian Raven",NA,22,2,NA,NA,NA,NA,NA,"Male"
123,5762,"Corvus ruficollis","Brown-necked Raven",4,23.6,NA,782.5,404.2,70.7,71.7,206,"Male"
123,5763,"Corvus corax","Common Raven",4.1,28.8,2,1254,430.4,70.7,78.1,214,"Male"
123,5765,"Corvus albicollis","White-necked Raven",3.8,30.1,NA,1011,412,77,66.9,177,"Male"
123,5766,"Corvus crassirostris","Thick-billed Raven",4,30.1,NA,NA,442,81.1,85.4,253,"Male"
1,1,"Struthio camelus","Ostrich",NA,1500,4,1e+05,NA,NA,NA,NA,"Female"
3,7,"Dromaius novaehollandiae","Emu",8.98,581.2,1,38300,203,441,61.9,NA,"Female"
4,8,"Apteryx australis","Brown Kiwi",2,443,2,2535,NA,73.3,129.9,NA,"Female"
4,9,"Apteryx owenii","Little Spotted Kiwi",1,285,2,1351,NA,79.7,87.1,NA,"Female"
4,10,"Apteryx haastii","Great Spotted Kiwi",1,425,2,3270,NA,88.4,125.8,NA,"Female"
5,14,"Tinamus major","Great Tinamou",NA,61,1,991,NA,NA,NA,NA,"Female"
5,45,"Nothoprocta cinerascens","Brushland Tinamou",NA,34,1,577,NA,NA,NA,NA,"Female"
6,58,"Ortalis vetula","Plain Chachalaca",2.88,55,2,542,200,56.6,21.7,223.1,"Female"
6,68,"Ortalis motmot","Little Chachalaca",NA,63,2,385,NA,NA,NA,NA,"Female"
6,101,"Crax rubra","Great Curassow",NA,218,2,3685,NA,NA,NA,NA,"Female"
7,108,"Alectura lathami","Australian Brush-turkey",14.78,190,4,2210,307,111.2,36.2,261.7,"Female"
7,118,"Megapodius reinwardt","Orange-footed Scrubfowl",5.5,129,2,888,265,73.4,NA,111,"Female"
7,126,"Leipoa ocellata","Malleefowl",18.6,175,2,1830,325.5,71,28.2,NA,"Female"
8,131,"Tetraogallus caspius","Caspian Snowcock",7.5,75,NA,2343.8,288,61.8,NA,176,"Female"
8,138,"Alectoris chukar","Chukar",11.5,22.5,NA,501,154,44.1,14.3,78.9,"Female"
8,144,"Francolinus francolinus","Black Francolin",10,23.5,NA,425,167,52.4,26.6,88.3,"Female"
8,163,"Francolinus bicalcaratus","Double-spurred Francolin",6,26.5,NA,NA,169,56.5,24.5,60.5,"Female"
8,164,"Francolinus clappertoni","Clapperton's Francolin",NA,23,NA,463,166,56.3,NA,81.7,"Female"
8,167,"Francolinus adspersus","Red-billed Francolin",6.7,26.8,NA,394,163,46.7,NA,94.8,"Female"
8,168,"Francolinus capensis","Cape Francolin",7.4,33,NA,547,196,61.5,NA,111,"Female"
8,169,"Francolinus hildebrandti","Hildebrandt's Francolin",6,26.3,NA,455,162,45.8,NA,97.2,"Female"
8,174,"Francolinus leucoscepus","Yellow-necked Spurfowl",5,30.8,NA,545,187,57.8,NA,91.2,"Female"
8,175,"Francolinus rufopictus","Grey-breasted Spurfowl",4.5,28.4,NA,588,190,58,NA,86,"Female"
8,176,"Francolinus afer","Red-necked Spurfowl",6,33,NA,NA,182,56,NA,96,"Female"
8,177,"Francolinus swainsonii","Swainson's Spurfowl",5.5,29.1,NA,510,174,52.1,NA,81.7,"Female"
8,178,"Francolinus erckelii","Erckel's Francolin",7,33,NA,1136,185,55.7,NA,112,"Female"
8,269,"Phasianus colchicus","Common Pheasant",11.5,31.5,4,989,215,NA,NA,300,"Female"
8,270,"Chrysolophus pictus","Golden Pheasant",8.5,26.7,NA,NA,187,63.9,28.8,355,"Female"
8,281,"Afropavo congensis","Congo Peafowl",3,70,NA,NA,286,86,NA,190,"Female"
8,286,"Dendragapus obscurus","Blue Grouse",7.1,32.5,5,839,208,88,18,138,"Female"
8,290,"Tetrao tetrix","Black Grouse",8.5,35.5,NA,988,226,44.8,13.4,123,"Female"
8,291,"Tetrao mlokosiewiczi","Caucasian Grouse",6,32.5,NA,766,200,48,12.5,147,"Female"
8,292,"Tetrao urogallus","Western Capercaillie",8,53,5,1985,300,53.3,20.4,184,"Female"
8,297,"Centrocercus urophasianus","Sage Grouse",7.35,43,NA,1700,284,NA,NA,NA,"Female"
8,298,"Tympanuchus phasianellus","Sharp-tailed Grouse",11.78,24,5,817,NA,NA,NA,NA,"Female"
8,299,"Tympanuchus cupido","Greater Prairie-chicken",10.55,24.5,5,795,226,48.5,NA,98.3,"Female"
8,301,"Meleagris gallopavo","Wild Turkey",10.52,78.8,5,4222,417,130.6,31.3,316.4,"Female"
9,303,"Agelastes meleagrides","White-breasted Guineafowl",NA,29.2,NA,NA,201,79,NA,138.5,"Female"
9,304,"Agelastes niger","Black Guineafowl",NA,29.5,NA,NA,197,74,NA,148,"Female"
9,305,"Numida meleagris","Helmeted Guineafowl",8,39.4,2,1578,259,79,NA,170,"Female"
9,306,"Guttera plumifera","Plumed Guineafowl",9.5,38.5,NA,NA,222,77,NA,124,"Female"
9,307,"Guttera pucherani","Crested Guineafowl",4.5,48.6,NA,NA,257,86,NA,144,"Female"
9,308,"Acryllium vulturinum","Vulturine Guineafowl",NA,49,NA,1329,290,99,NA,260,"Female"
12,343,"Anseranas semipalmata","Magpie Goose",9.05,128,2,2071,389,93,73,NA,"Female"
13,344,"Dendrocygna guttata","Spotted Whistling-Duck",NA,50,NA,800,NA,NA,NA,NA,"Female"
13,345,"Dendrocygna eytoni","Plumed Whistling-Duck",11,40,2,792,228,54.5,43,70.6,"Female"
13,346,"Dendrocygna bicolor","Fulvous Whistling-Duck",13.34,51,2,690,217,54,46.1,49.3,"Female"
13,347,"Dendrocygna arcuata","Wandering Whistling-Duck",10.5,40,2,732,214,51.9,47,54.3,"Female"
13,349,"Dendrocygna viduata","White-faced Whistling-Duck",7.25,36,NA,662,223.3,52.9,47.4,56.3,"Female"
13,350,"Dendrocygna arborea","West Indian Whistling-Duck",NA,54,NA,1150,NA,NA,NA,NA,"Female"
13,351,"Dendrocygna autumnalis","Black-bellied Whistling-Duck",13.4,44,NA,849,NA,NA,NA,NA,"Female"
13,352,"Thalassornis leuconotus","White-backed Duck",6.75,84,NA,695,NA,NA,NA,NA,"Female"
14,353,"Oxyura dominica","Masked Duck",NA,70,NA,339,NA,NA,NA,NA,"Female"
14,354,"Oxyura jamaicensis","Ruddy Duck",8.1,73,NA,499,NA,NA,NA,68.2,"Female"
14,356,"Oxyura leucocephala","White-headed Duck",7.5,96,NA,593,159,34.9,44.5,85.5,"Female"
14,357,"Oxyura maccoa","Maccoa Duck",5.9,96,4,554,155,31,36,66,"Female"
14,358,"Oxyura vittata","Lake Duck",NA,86,NA,590,NA,NA,NA,NA,"Female"
14,359,"Oxyura australis","Blue-billed Duck",5.5,90,2,852,153,37.1,40.4,64.6,"Female"
14,360,"Biziura lobata","Musk Duck",2.8,128,5,1551,185,44.8,35,103.2,"Female"
14,362,"Stictonetta naevosa","Freckled Duck",6,66,2,842,222,44.6,51.3,66.3,"Female"
14,363,"Cygnus olor","Mute Swan",5.3,340,2,9670,562,NA,NA,211,"Female"
14,364,"Cygnus atratus","Black Swan",4.55,258,2,5100,487.5,93.4,65.3,104.9,"Female"
14,365,"Cygnus melanocorypha","Black-necked Swan",NA,247,2,4000,NA,NA,NA,NA,"Female"
14,366,"Cygnus cygnus","Whooper Swan",4.4,331,2,8750,NA,NA,NA,167,"Female"
14,367,"Cygnus buccinator","Trumpeter Swan",NA,324,NA,10300,NA,NA,NA,NA,"Female"
14,368,"Cygnus columbianus","Tundra Swan",4,280,2,6305,510,NA,NA,152,"Female"
14,369,"Coscoroba coscoroba","Coscoroba Swan",NA,185,NA,3800,NA,NA,NA,NA,"Female"
14,370,"Anser cygnoides","Swan Goose",NA,145,NA,3150,NA,NA,NA,NA,"Female"
14,371,"Anser brachyrhynchus","Pink-footed Goose",4.4,120,NA,2520,420,NA,NA,127,"Female"
14,372,"Anser fabalis","Bean Goose",5,146,NA,2843,NA,NA,NA,132,"Female"
14,373,"Anser albifrons","Greater White-fronted Goose",5.5,125,2,2508,404,NA,NA,113,"Female"
14,374,"Anser erythropus","Lesser White-fronted Goose",5.83,100,NA,1725,NA,NA,NA,129,"Female"
14,375,"Anser anser","Greylag Goose",NA,160,2,3237,NA,NA,NA,129,"Female"
14,376,"Anser indicus","Bar-headed Goose",NA,141,NA,2230,NA,NA,NA,NA,"Female"
14,377,"Anser caerulescens","Snow Goose",NA,127,2,2517,415.7,NA,NA,NA,"Female"
14,378,"Anser rossii","Ross's Goose",NA,92,NA,1500,NA,NA,NA,NA,"Female"
14,379,"Anser canagica","Emperor Goose",NA,120,NA,2766,NA,NA,NA,NA,"Female"
14,380,"Branta sandvicensis","Nene",3.13,131,2,1930,NA,NA,NA,NA,"Female"
14,381,"Branta canadensis","Canada Goose",5,163,2,3314,481,NA,NA,148,"Female"
14,382,"Branta leucopsis","Barnacle Goose",NA,107,2,1586,392,NA,NA,119,"Female"
14,383,"Branta bernicla","Brent Goose",4,91,2,1230,324,NA,NA,90.8,"Female"
14,384,"Branta ruficollis","Red-breasted Goose",NA,90,NA,1094,NA,NA,NA,102,"Female"
14,385,"Cereopsis novaehollandiae","Cape Barren Goose",4.24,137,2,3770,NA,106.1,NA,155,"Female"
14,387,"Chloephaga melanoptera","Andean Goose",NA,113,NA,3640,NA,NA,NA,NA,"Female"
14,389,"Chloephaga hybrida","Kelp Goose",NA,139,NA,2043,NA,NA,NA,NA,"Female"
14,390,"Chloephaga poliocephala","Ashy-headed Goose",NA,89,NA,2200,NA,NA,NA,NA,"Female"
14,392,"Neochen jubata","Orinoco Goose",NA,63,NA,1250,NA,NA,NA,NA,"Female"
14,393,"Alopochen aegyptiacus","Egyptian Goose",8.5,97,NA,1650,375,80.2,47.9,121,"Female"
14,394,"Tadorna ferruginea","Ruddy Shelduck",8.5,83,NA,1100,NA,NA,NA,118,"Female"
14,395,"Tadorna cana","South African Shelduck",10,83,NA,1417,326.2,56,42.4,124.5,"Female"
14,396,"Tadorna tadornoides","Australian Shelduck",9.33,93,2,1291,331,58.5,42,109.5,"Female"
14,397,"Tadorna variegata","Paradise Shelduck",9.4,91,2,1387,347.3,61,40,116.3,"Female"
14,399,"Tadorna tadorna","Common Shelduck",10.58,78,NA,1043,303,NA,NA,96.9,"Female"
14,400,"Tadorna radjah","Radjah Shelduck",NA,59,2,839,279.2,55.5,48,100.3,"Female"
14,401,"Tachyeres pteneres","Flightless Steamerduck",NA,166.5,NA,4228,NA,NA,NA,NA,"Female"
14,403,"Tachyeres brachypterus","Falkland Steamerduck",NA,147,NA,3450,NA,NA,NA,NA,"Female"
14,404,"Tachyeres patachonicus","Flying Steamerduck",NA,115,NA,2346,NA,NA,NA,NA,"Female"
14,405,"Plectropterus gambensis","Spur-winged Goose",6.5,140,4,4700,NA,NA,NA,NA,"Female"
14,406,"Cairina moschata","Muscovy Duck",NA,74,4,1250,NA,NA,NA,NA,"Female"
14,407,"Cairina scutulata","White-winged Duck",NA,72.3,NA,2600,NA,NA,NA,NA,"Female"
14,409,"Sarkidiornis melanotos","Comb Duck",8.5,66,NA,1777,286,47,44,110,"Female"
14,410,"Nettapus pulchellus","Green Pygmy-goose",NA,30,2,304,172.1,26.8,24.8,67.6,"Female"
14,411,"Nettapus coromandelianus","Cotton Pygmy-goose",NA,27,2,220,180.33,27.43,23.6,68.3,"Female"
14,412,"Nettapus auritus","African Pygmy-goose",9,23,NA,260,NA,NA,NA,NA,"Female"
14,414,"Aix sponsa","Wood Duck",10.95,44,2,671,NA,NA,NA,NA,"Female"
14,415,"Aix galericulata","Mandarin Duck",11.5,41,NA,512,NA,NA,NA,99.3,"Female"
14,416,"Chenonetta jubata","Maned Duck",NA,54,2,800,277,50.4,27.6,98.3,"Female"
14,422,"Anas specularis","Spectacled Duck",NA,53,NA,1531,NA,NA,NA,NA,"Female"
14,423,"Anas capensis","Cape Teal",8.09,50,NA,380,NA,NA,NA,NA,"Female"
14,424,"Anas strepera","Gadwall",9.96,44,NA,849,252,NA,NA,80.2,"Female"
14,425,"Anas falcata","Falcated Duck",NA,49,NA,585,NA,NA,NA,NA,"Female"
14,426,"Anas penelope","Eurasian Wigeon",9,44,NA,724,NA,NA,NA,90.7,"Female"
14,427,"Anas americana","American Wigeon",8.48,43,2,766,246.8,NA,NA,96.3,"Female"
14,428,"Anas sibilatrix","Chiloe Wigeon",NA,53,NA,828,NA,NA,NA,NA,"Female"
14,429,"Anas sparsa","African Black Duck",NA,71.7,NA,914,NA,40,44,93,"Female"
14,430,"Anas rubripes","American Black Duck",9.33,63,2,1111,268.7,NA,NA,NA,"Female"
14,431,"Anas fulvigula","Mottled Duck",9.4,55.5,NA,968,243,NA,NA,NA,"Female"
14,432,"Anas platyrhynchos","Mallard",10.53,54,2,1113,265,NA,NA,84.5,"Female"
14,435,"Anas poecilorhyncha","Spot-billed Duck",NA,57,NA,1025,NA,NA,NA,NA,"Female"
14,437,"Anas superciliosa","Pacific Black Duck",11,63,2,1013,248,44,50,85.8,"Female"
14,438,"Anas undulata","Yellow-billed Duck",7.8,55,NA,817,535,43,49,97,"Female"
14,439,"Anas melleri","Meller's Duck",NA,45,NA,911,NA,NA,NA,NA,"Female"
14,440,"Anas discors","Blue-winged Teal",10.1,29,2,451,174.3,NA,NA,63.9,"Female"
14,441,"Anas cyanoptera","Cinnamon Teal",9.13,32,NA,363,NA,NA,NA,74,"Female"
14,443,"Anas platalea","Red Shoveler",NA,46,NA,523,NA,NA,NA,NA,"Female"
14,444,"Anas rhynchotis","Australian Shoveler",10,43.2,2,665,231,35.4,58.5,76.2,"Female"
14,445,"Anas clypeata","Northern Shoveler",9.2,40,2,590,NA,NA,NA,75.8,"Female"
14,446,"Anas bernieri","Bernier's Teal",NA,36,NA,344,NA,NA,NA,NA,"Female"
14,447,"Anas gibberifrons","Sunda Teal",NA,35,NA,469,NA,NA,NA,NA,"Female"
14,449,"Anas castanea","Chestnut Teal",9.5,40,2,593,203.2,36.1,38.3,NA,"Female"
14,451,"Anas bahamensis","White-cheeked Pintail",NA,34,NA,569,NA,NA,NA,NA,"Female"
14,452,"Anas erythrorhyncha","Red-billed Duck",10,39,NA,566,211.5,33.4,43.5,76.3,"Female"
14,453,"Anas flavirostris","Speckled Teal",NA,39,NA,394,NA,NA,NA,NA,"Female"
14,454,"Anas acuta","Northern Pintail",8.3,45,2,866,260,NA,NA,104,"Female"
14,455,"Anas eatoni","Eaton's Pintail",4.11,37,2,441,213.3,33.1,32.1,89.3,"Female"
14,456,"Anas georgica","Yellow-billed Pintail",NA,37,2,535,201,36,33,89,"Female"
14,457,"Anas querquedula","Garganey",8.5,27,NA,310,NA,NA,NA,62.6,"Female"
14,458,"Anas formosa","Baikal Teal",NA,31,NA,431,NA,NA,NA,NA,"Female"
14,459,"Anas crecca","Common Teal",9.5,26.5,2,308,180,NA,NA,64.7,"Female"
14,461,"Anas versicolor","Silver Teal",NA,34,NA,373,NA,NA,NA,NA,"Female"
14,466,"Netta rufina","Red-crested Pochard",9,56,NA,1100,NA,NA,NA,68.4,"Female"
14,468,"Netta erythrophthalma","Southern Pochard",6.7,59,NA,766,208.9,39.6,43.3,56.5,"Female"
14,469,"Aythya ferina","Common Pochard",8.54,66,NA,807,NA,NA,NA,53,"Female"
14,470,"Aythya valisineria","Canvasback",8.1,68,2,1156,NA,NA,NA,57.9,"Female"
14,471,"Aythya americana","Redhead",NA,65,NA,990,NA,NA,NA,NA,"Female"
14,472,"Aythya collaris","Ring-necked Duck",8.84,51,2,671,196,NA,NA,NA,"Female"
14,473,"Aythya nyroca","Ferruginous Pochard",9,43,NA,520,NA,NA,NA,52.7,"Female"
14,475,"Aythya baeri","Baer's Pochard",NA,43,NA,680,NA,NA,NA,NA,"Female"
14,476,"Aythya australis","Hardhead",11,60,NA,838,215.3,38.5,42.2,NA,"Female"
14,477,"Aythya fuligula","Tufted Duck",9.5,56,NA,680,NA,NA,NA,52.7,"Female"
14,478,"Aythya novaeseelandiae","New Zealand Scaup",7.39,63,2,687,185.2,34.4,37.9,57.2,"Female"
14,479,"Aythya marila","Greater Scaup",9.5,67,2,975,217,NA,NA,55.7,"Female"
14,480,"Aythya affinis","Lesser Scaup",9.91,51,2,748,NA,NA,NA,52.3,"Female"
14,481,"Somateria mollissima","Common Eider",3.06,110,2,1915,NA,NA,NA,94.7,"Female"
14,482,"Somateria spectabilis","King Eider",4.5,73,NA,1567,NA,NA,NA,79.2,"Female"
14,483,"Somateria fischeri","Spectacled Eider",NA,73,NA,1304,NA,NA,NA,NA,"Female"
14,484,"Polysticta stelleri","Steller's Eider",7,58,NA,842,NA,NA,NA,NA,"Female"
14,486,"Histrionicus histrionicus","Harlequin Duck",5.7,53,2,553,196,NA,NA,79,"Female"
14,487,"Clangula hyemalis","Long-tailed Duck",7.5,43,2,636,NA,NA,NA,70.4,"Female"
14,488,"Melanitta nigra","Black Scoter",6.8,72,2,800,NA,NA,NA,74.7,"Female"
14,489,"Melanitta perspicillata","Surf Scoter",NA,62,NA,900,NA,NA,NA,NA,"Female"
14,490,"Melanitta fusca","White-winged Scoter",8.43,92,2,1730,NA,NA,NA,73.4,"Female"
14,491,"Bucephala clangula","Common Goldeneye",9.3,57,NA,800,NA,NA,NA,77.5,"Female"
14,492,"Bucephala islandica","Barrow's Goldeneye",9.5,70,NA,730,NA,NA,NA,85,"Female"
14,493,"Bucephala albeola","Bufflehead",NA,37,2,367,NA,NA,NA,74.5,"Female"
14,494,"Mergellus albellus","Smew",8,42,NA,568,NA,NA,NA,69.7,"Female"
14,495,"Lophodytes cucullatus","Hooded Merganser",NA,60,NA,540,NA,NA,NA,NA,"Female"
14,497,"Mergus serrator","Red-breasted Merganser",9.2,72,2,908,NA,NA,NA,76.4,"Female"
14,499,"Mergus merganser","Common Merganser",9.4,82,2,1232,NA,NA,NA,100,"Female"
23,971,"Ceratogymna bucinator","Trumpeter Hornbill",3,30.9,NA,567,263,40,112,198,"Female"
23,972,"Ceratogymna fistulator","Piping Hornbill",1.5,33,NA,449,246,NA,NA,171,"Female"
23,973,"Ceratogymna brevis","Silvery-cheeked Hornbill",1.5,27.6,NA,1162,340,50,149,260,"Female"
23,977,"Ceratogymna atrata","Black-casqued Hornbill",1.5,44.7,NA,1059,354,47,145,270,"Female"
24,979,"Bucorvus abyssinicus","Abyssinian Ground-Hornbill",1.5,95.3,NA,NA,512,135,222,318,"Female"
24,980,"Bucorvus leadbeateri","Southern Ground-Hornbill",NA,100.5,NA,3324,528,135,192,NA,"Female"
35,1088,"Dacelo novaeguineae","Laughing Kookaburra",2.92,30.4,2,352.1,218.7,27.5,69.2,159,"Female"
35,1089,"Dacelo leachii","Blue-winged Kookaburra",2.58,33,2,334.5,198.9,28.2,81.1,123,"Female"
36,1148,"Megaceryle maxima","Giant Kingfisher",3.5,30.6,NA,377,207,NA,93,90,"Female"
45,1387,"Calyptorhynchus baudinii","White-tailed Black-Cockatoo",1.5,29,NA,655,384.3,30.9,53.6,271,"Female"
45,1388,"Calyptorhynchus latirostris","Slender-billed Black-Cockatoo",1.5,32.8,2,612,381.1,31.4,44.8,267.7,"Female"
45,1389,"Calyptorhynchus funereus","Yellow-tailed Black-Cockatoo",2,33.8,2,800,414.3,29.6,48.2,336.8,"Female"
45,1390,"Calyptorhynchus banksii","Red-tailed Black-Cockatoo",1,33.5,2,738.6,415.4,30.4,50.5,298.8,"Female"
45,1391,"Calyptorhynchus lathami","Glossy Black-Cockatoo",1,25.5,2,405.4,341.9,20.6,44.8,224.3,"Female"
45,1396,"Cacatua galerita","Sulphur-crested Cockatoo",2.5,28,2,764.5,333.5,29.6,40.6,174.5,"Female"
45,1407,"Nestor notabilis","Kea",2.5,26,2,779,316.4,46.8,44.3,158.9,"Female"
45,1490,"Strigops habroptilus","Kakapo",2.2,36,5,1280,272.5,48.9,35.9,222.5,"Female"
49,2117,"Tauraco persa","Guinea Turaco",2,25,NA,NA,NA,NA,NA,214,"Female"
49,2134,"Corythaixoides concolor","Grey Go-away-bird",2.6,24,NA,269,219,NA,NA,NA,"Female"
49,2135,"Corythaixoides personatus","Bare-faced Go-away-bird",2.5,24,NA,NA,203,NA,NA,250,"Female"
49,2139,"Corythaeola cristata","Great Blue Turaco",2,54,NA,981,319,49,40,371,"Female"
50,2140,"Tyto tenebricosa","Greater Sooty-Owl",1.6,42.5,2,887,324.5,74.9,43,158.3,"Female"
50,2147,"Tyto novaehollandiae","Australian Masked-Owl",2.6,23.5,2,630.4,334.6,68.9,41.7,NA,"Female"
50,2153,"Tyto capensis","African Grass-Owl",3,24.2,NA,NA,293,79.5,NA,102.5,"Female"
51,2204,"Bubo virginianus","Great Horned Owl",2.55,69,NA,1706,370.5,117.5,27.5,226,"Female"
51,2205,"Bubo bubo","Eurasian Eagle-Owl",2,80,2,2992,482,82.2,55.1,217,"Female"
51,2208,"Bubo capensis","Cape Eagle-Owl",2.1,57,NA,1347,377,74.5,46,211,"Female"
51,2209,"Bubo africanus","Spotted Eagle-Owl",2.5,47.4,NA,NA,339,72,39,199,"Female"
51,2210,"Bubo poensis","Fraser's Eagle-Owl",NA,58.3,NA,746,320,56,44,170,"Female"
51,2215,"Bubo lacteus","Verreaux's Eagle-Owl",2,80.3,NA,2625,465,79,55,254,"Female"
